Progressive Communication Training Log
==================================================
Expansion every 10000 cycles
Add 2 symbols and 1 sequence length per expansion
Size Accuracy: Now using distance-based metric (1.0 = perfect, decreases with distance)
==================================================

Cycle 1: Loss=13.4737, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.087, Content_Acc1=0.333, Size_Acc2=0.036, Content_Acc2=0.000, SizeErr1=10.5, SizeErr2=26.5
Cycle 254: Loss=1.3605, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=0.0
Cycle 255: Loss=1.3717, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=0.0
Cycle 256: Loss=1.4233, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.029, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 257: Loss=1.4722, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.031, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=4.0
Cycle 258: Loss=1.3518, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.031, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=0.0, SizeErr2=2.0
Cycle 259: Loss=1.4013, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.029, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 260: Loss=1.4499, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=4.0
Cycle 261: Loss=1.4730, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=4.0
Cycle 262: Loss=1.4355, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=4.0
Cycle 263: Loss=1.2408, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=0.0, SizeErr2=2.0
Cycle 264: Loss=1.4345, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 265: Loss=1.4492, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 266: Loss=1.4634, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 267: Loss=1.4521, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 268: Loss=1.4838, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=0.0
Cycle 269: Loss=1.6483, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 270: Loss=1.4569, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 271: Loss=1.4283, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.552, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 272: Loss=1.5379, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 273: Loss=1.4003, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.029, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 274: Loss=1.4091, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.031, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 275: Loss=1.4048, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.033, Size_Acc2=0.520, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 276: Loss=1.4030, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.036, Size_Acc2=0.520, Content_Acc2=0.036, SizeErr1=2.0, SizeErr2=2.0
Cycle 277: Loss=1.3965, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.036, Size_Acc2=0.536, Content_Acc2=0.036, SizeErr1=0.0, SizeErr2=2.0
Cycle 278: Loss=1.4056, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.033, Size_Acc2=0.552, Content_Acc2=0.036, SizeErr1=2.0, SizeErr2=2.0
Cycle 279: Loss=1.4071, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.031, Size_Acc2=0.536, Content_Acc2=0.038, SizeErr1=2.0, SizeErr2=2.0
Cycle 280: Loss=1.4080, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.029, Size_Acc2=0.520, Content_Acc2=0.040, SizeErr1=2.0, SizeErr2=2.0
Cycle 281: Loss=1.4329, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.029, Size_Acc2=0.520, Content_Acc2=0.038, SizeErr1=2.0, SizeErr2=2.0
Cycle 282: Loss=1.4329, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.029, Size_Acc2=0.536, Content_Acc2=0.036, SizeErr1=2.0, SizeErr2=2.0
Cycle 283: Loss=1.4975, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.031, Size_Acc2=0.520, Content_Acc2=0.038, SizeErr1=2.0, SizeErr2=4.0
Cycle 284: Loss=1.4907, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.033, Size_Acc2=0.536, Content_Acc2=0.038, SizeErr1=4.0, SizeErr2=0.0
Cycle 285: Loss=1.4291, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.033, Size_Acc2=0.552, Content_Acc2=0.038, SizeErr1=2.0, SizeErr2=2.0
Cycle 286: Loss=1.3683, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.031, Size_Acc2=0.584, Content_Acc2=0.036, SizeErr1=2.0, SizeErr2=0.0
Cycle 287: Loss=1.4201, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 288: Loss=1.4114, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 289: Loss=1.5056, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.029, Size_Acc2=0.584, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=4.0
Cycle 290: Loss=1.4424, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.031, Size_Acc2=0.584, Content_Acc2=0.036, SizeErr1=4.0, SizeErr2=2.0
Cycle 291: Loss=1.4149, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.031, Size_Acc2=0.584, Content_Acc2=0.036, SizeErr1=4.0, SizeErr2=2.0
Cycle 292: Loss=1.3512, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.031, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=4.0, SizeErr2=0.0
Cycle 293: Loss=1.4095, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.031, Size_Acc2=0.584, Content_Acc2=0.036, SizeErr1=4.0, SizeErr2=2.0
Cycle 294: Loss=1.4058, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.520, Content_Acc1=0.033, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=4.0, SizeErr2=2.0
Cycle 295: Loss=1.4139, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.520, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 296: Loss=1.4132, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.520, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 297: Loss=1.4112, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.520, Content_Acc1=0.036, Size_Acc2=0.616, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 298: Loss=1.3974, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=0.0, SizeErr2=4.0
Cycle 299: Loss=1.3993, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.031, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 300: Loss=1.4051, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 301: Loss=1.4040, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.520, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 302: Loss=1.4187, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.504, Content_Acc1=0.031, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 303: Loss=1.4155, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.504, Content_Acc1=0.033, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 304: Loss=1.4119, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.504, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 305: Loss=1.4485, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.488, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 306: Loss=1.4229, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.472, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 307: Loss=1.4226, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.472, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 308: Loss=1.4206, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.472, Content_Acc1=0.038, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 309: Loss=1.3825, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.504, Content_Acc1=0.036, Size_Acc2=0.584, Content_Acc2=0.031, SizeErr1=0.0, SizeErr2=4.0
